Country Name,Country Code,Series Name,Series Code,1990 [YR1990],2000 [YR2000],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Mexico,MEX,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,0.505212146362122,0.486084985792046,0.422933908221671,0.458222969184953,0.44854052057948,0.543506098385099,0.561677834275936,0.55341182212856,0.589174979789973,0.622638757489717,0.669147316441228,..
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0742660606542486,13.5528941437453,49.408753526036,58.6272950897596,65.4994811210096,71.4581751168363,77.5182632596037,79.2411829391876,83.3507082650968,87.260629132271,82.2200092302685,..
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,0,5.08138415338066,19.52,20.81,21.71,26.34,31.05,37.1762954125184,39.75,43.46,44.39,..
Mexico,MEX,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,8.42932232240897,22.4513507735298,18.9814078547771,17.177060002047,15.7292335314881,18.1761874996013,16.9378093587142,16.5098163124355,16.3350661941771,15.9247617560815,15.9921956045596,..
Mexico,MEX,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,68.8888888888889,70,76.6666666666667,80,85.5555555555555,88.8888888888889,87.7777777777778,87.7777777777778,85.5555555555555,92.2222333333333
Mexico,MEX,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.0730344360411,50.5861543837532,53.1903640710445,53.8830504154228,55.351149894499,52.7472275892749,57.9574620282487,60.7713266284024,63.4123954969438,61.2442220201114,62.492721324019,..
Mexico,MEX,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,102.1505376344,100,106.4071233009,106.4071621689,98.8198565179,97.0737366147,99.0372548335,99.5567147841,97.5656158002,99.6647408174,97.1731431951,..
Mexico,MEX,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,104604453000,152260437000,170608370000,196080703000,197671890000,193342946000,245906481000,291833290000,348945146000,406042143000,432602236000,..
Mexico,MEX,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,21.7671723184454,31.5813225454244,20.0978940393863,12.7981663027907,11.1140229525793,12.6365496543052,10.0771442744221,11.20718834954,17.6742905505237,10.0964214190052,12.2091634989065,..
Mexico,MEX,Net migration,SM.POP.NETM,..,..,..,-409596,..,..,..,..,-523585,..,..,..
Mexico,MEX,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3098000000,7524542969,26542811528,26879863160,26041489182,22075734995,22080259157,23588480056,23365990957,23432844108,24462290757,..
Mexico,MEX,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,2549000000,18110008381,20900571420,32320063590,28793309430,17756282520,26168229630,23328272040,19491663030,44885843190,24154173750,..
Mexico,MEX,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,156250000,-57780000,269810000,113390000,149140000,184460000,470480000,970230000,416730000,561460000,806700000,..
Chile,CHL,"Population, total",SP.POP.TOTL,13141202,15170387,16279728,16462701,16645940,16829957,17015048,17201305,17388437,17575833,17762647,17948000
Chile,CHL,Population growth (annual %),SP.POP.GROW,1.63190046439261,1.25970165983212,1.13143848779073,1.11766237439486,1.10690662858035,1.09941103902074,1.09376757510763,1.08871240451405,1.08201920515786,1.07193883582197,1.05729358069562,..
Chile,CHL,Surface area (sq. km),AG.SRF.TOTL.K2,756096,756096,756096,756096,756096,756096,756096,756096,756096,756096,756096,756096
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,17.6740234448551,20.4031393403377,21.8951275802521,22.1412138280531,22.3876578277734,22.6351481846107,22.8840829984453,23.1345860030234,23.3862658231253,23.6383007052824,23.8895528369996,..
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,38.6,20.2,29.1,..,..,25.3,..,22.2,..,14.4,..,..
Chile,CHL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,7.92,3.11,1.66,..,..,1.72,..,1.3,..,0.92,..,..
Chile,CHL,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,29642336645.9799,76111106953.9756,119839779391.386,143918867989.17,168719565559.68,168792655170.854,183808124731.622,212408671439.683,249450038831.934,268328882345.452,264761179689.965,..
Chile,CHL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2260,5020,7360,8740,10140,10030,10800,12350,14350,15270,14910,..
Chile,CHL,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,54687246719.8988,143991504029.731,224270577919.268,247342933155.239,253950854317.109,255412931278.734,289631498553.574,329267367097.683,355789073562.465,361702993075.826,378654262431.525,..
Chile,CHL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4160,9490,13780,15020,15260,15180,17020,19140,20460,20580,21320,..
Chile,CHL,Income share held by lowest 20%,SI.DST.FRST.20,3.36,3.68,4.24,..,..,4.3,..,4.52,..,4.63,..,..
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.6787804878049,76.8208292682927,78.9791707317073,79.3135365853659,79.6409024390244,79.9608048780488,80.2758048780488,80.5869756097561,80.8948536585366,81.1979268292683,81.4961951219512,81.7875609756098
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.501,2.073,1.91,1.887,1.865,1.844,1.824,1.806,1.789,1.774,1.761,1.749
Chile,CHL,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.4216,57.0052,53.0388,52.685,52.012,51.339,50.666,49.993,49.32,48.7144,48.1088,..
Chile,CHL,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,56,..,64.2,..,..,..,..,..,..,..,..,..
Chile,CHL,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,99.8,99.7,99.85,99.8,99.83,99.85,99.83,..,..,..
Chile,CHL,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,19.1,10.9,9,8.9,8.9,8.8,8.8,8.7,8.6,8.4,8.3,8.1
Chile,CHL,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,0.600000023841858,0.600000023841858,0.5,..,..,..,..,0.5,0.5,..
Chile,CHL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,97,97,91,92,96,93,93,91,90,90,94,..
Chile,CHL,"Primary completion rate, both sexes (%)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,95.823,97.79994,96.6214,..,..
Chile,CHL,"Gross enrollment ratio, primary, both sexes (%)",SE.PRM.ENRR,107.39701,108.93113,108.99105,109.12132,108.75788,106.75618,103.28513,102.19705,101.7256,100.18808,..,..
Chile,CHL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,77.19227,87.10048,98.33355,97.66158,97.04611,94.21283,94.57371,93.78813,91.46589,100.45767,..,..
Chile,CHL,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.99847,0.98277,0.98072,0.98227,0.98234,0.98597,0.99811,0.99845,1.002,0.99206,..,..
Chile,CHL,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
Chile,CHL,Forest area (sq. km),AG.LND.FRST.K2,152630,158340,160798,161176,161554,161932,162310,165318,168326,171334,174342,177350
Chile,CHL,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,3,3.17,..,..,..,..,..,..,..,..,6.85,..
Chile,CHL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..,..,4.00338983050847,..,..,..,..,..,..,4.00338983050847,..
Chile,CHL,Improved water source (% of population with access),SH.H2O.SAFE.ZS,90.4,94.9,97,97.3,97.6,97.9,98.2,98.5,98.7,99,99,99
Chile,CHL,Improved sanitation facilities (% of population with access),SH.STA.ACSN,84.8,91.7,95.4,96,96.6,97.1,97.7,98.3,98.8,99,99,99.1
Chile,CHL,Urban population growth (annual %),SP.URB.GROW,1.78573333680562,1.60301773230447,1.41236884033568,1.38756562025279,1.36701489055955,1.34866000770698,1.33223886993469,1.31873704776649,1.30252251334412,1.284103149595,1.26006097657966,..
Chile,CHL,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1066.06343925008,1659.00546901012,1813.51285476023,1860.10017432741,1822.00350355702,1754.16966305975,1812.96144448138,1953.89716070961,2139.76397073527,2201.17561426534,2186.63682276634,..
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.53513301142468,3.87696193907248,3.98128426961433,4.35156491027809,4.31643980454093,3.96943414650436,4.24672531044285,4.61644538016156,..,..,..,..
Chile,CHL,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1250.19005110796,2527.62174096152,3237.21624833044,3353.15571849358,3350.7870387614,3307.55449939652,3316.18224056729,3590.30899109108,3810.11818371024,3878.90576793714,..,..
Chile,CHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,31558927517.2188,79328640263.7676,154671012210.645,173081277147.793,179626674542.474,171956955710.4,217538271334.738,250832362663.665,265231582107.399,276673695234.341,258061522886.53,..
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.69757990056078,4.49579299699077,4.40497269031522,5.16082559987021,3.2924548973333,-1.03643177886241,5.75370890317419,5.83964058455817,5.45713061747384,4.22619062451575,1.89404902379226,..
Chile,CHL,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,22.459259271232,10.2782214314727,12.8096749084972,4.84375360745979,0.473025338362703,3.84224892814147,8.8299074853301,3.26760691304784,0.850030552878465,1.89505575915435,5.41491792420898,..
Chile,CHL,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,8.70856391050175,5.8950675399055,3.86773846380147,3.69240364224822,3.62911895641001,3.56594207183119,3.46435959682395,3.58329340133538,3.2128215701823,3.23250885208692,3.33539753997299,..
Chile,CHL,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,41.4629626518085,32.1697862644897,44.9053829936999,43.6950186724247,38.4933545720707,38.0232534850595,39.5500442100161,38.7190646563805,36.6388438572339,35.0971833450353,35.1401903355931,..
Chile,CHL,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,49.8284734376898,61.9351461958534,51.2268785424987,52.6125776853271,57.8775264715192,58.4108044431093,56.9855961931596,57.6976419422845,60.1483345725839,61.6703078028778,61.5244121244337,..
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.9860347564937,29.2871513812339,42.4338299506825,43.826959871433,41.5066849712754,37.1709111561592,38.0598806017891,38.0506221825305,34.3071732139448,32.4069826846002,33.7777463387133,..
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.5496690661927,28.5780463264218,29.510923887342,31.9609128526141,39.5346962914934,29.5975385667694,31.6694177811899,34.8965777769276,34.5055491657134,33.0632112552746,32.2944091722695,..
Chile,CHL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,25.1826353257744,22.739390176288,21.1116858600761,21.2264146326837,25.9590701833403,20.2833376800998,22.2861684032089,23.7263085547641,25.5329592097327,24.2937274212523,21.4117105617962,..
Chile,CHL,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,19.7776691371112,20.5028816170153,24.4592134542478,26.024597685407,24.5064482543592,19.0549399292561,21.5072048825267,22.6963723231728,22.2669272987854,21.0429934500947,..,..
Chile,CHL,Cash surplus/deficit (% of GDP),GC.BAL.CASH.GD.ZS,0.341498261925896,-1.44862984429031,6.67656807794946,7.69459552752298,3.82126888443436,-4.92154862118402,-0.424083875475486,1.2922637267087,0.545375912806159,-0.60661619127646,..,..
Chile,CHL,Time required to start a business (days),IC.REG.DURS,..,..,40,40,40,40,34.5,7.5,5.5,5.5,5.5,5.5
Chile,CHL,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,70.1839692040909,69.9424858647786,78.7203957615014,85.2637614376568,102.709695009317,105.734467107058,104.775700615379,109.244144176182,113.118638237178,115.639170239048,120.283323926972,..
Chile,CHL,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.9630616105456,15.8538415716319,19.506652486752,20.3183418501353,18.7130907072748,14.5596275680578,17.4362429677872,18.9657265851057,19.1302742542187,17.4944740933725,..,..
Chile,CHL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.26844355678575,2.6520545464203,2.41166070382135,2.28688278866468,2.53068975435081,2.18676664875089,2.16371847084456,2.16881938119544,2.06467529405516,2.04910883120159,1.9868909799404,..
Chile,CHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.105350944041629,22.0100719523149,75.438688650934,83.7200337011002,87.9117773295093,96.8131200774212,115.751383612155,128.926907315612,137.081179335778,134.289052917336,133.255628761386,..
Chile,CHL,Internet users (per 100 people),IT.NET.USER.P2,0,16.6,34.4977511736017,35.9,37.3,41.56,45,52.2496072877744,61.4181545577569,66.5,72.35,..
Chile,CHL,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,4.68224730153397,3.4060503125051,6.3895548877018,6.78504250310279,5.88439418459887,5.37251414233745,5.49388181793753,4.60465538424609,4.64298399431696,4.91249098398581,6.1748288036202,5.89868124887793
Chile,CHL,Overall level of statistical capacity (scale 0 - 100),IQ.SCI.OVRL,..,..,91.1111111111111,94.4444444444445,92.2222222222222,92.2222222222222,94.4444444444444,94.4444444444444,94.4444444444444,95.5555555555556,95.5555555555556,95.5555666666667
Chile,CHL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,51.0600367873975,47.5452495776948,62.7694864166137,66.5210182737943,70.8678396036516,57.1469840193598,59.9048491653411,62.2458494573744,59.5193171649057,56.2849074788129,57.2863024399034,..
Chile,CHL,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,113.7254901961,100,162.049159819,161.6898695188,131.4116288323,125.9302048472,157.2481924631,152.1446838126,142.1501656429,136.6481602998,135.4507673671,..
Chile,CHL,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Net migration,SM.POP.NETM,..,..,..,139345,..,..,..,..,201289,..,..,..
Chile,CHL,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,400000.006,13300000.19,2500000,2500000,2500000,4400000,..,..,170264684.500029,136789078.10003,136351353.000031,..
Chile,CHL,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,661200000,4860015667.52,7298382454,12533639353.3183,15149843108.9473,12887480298.5137,15725203485.8143,23443915104.327,28457041224.5296,19263785706.4371,22001682014.091,..
Chile,CHL,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,103540000,48880000,101390000,104900000,107850000,78720000,197380000,164290000,124980000,79140000,240560000,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 06/14/2016,,,,,,,,,,,,,,,
